Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,room_type_reserved,lead_time,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN00466,2,0,1,2,Meal Plan 2,Room_Type 1,309,13-05-2018,Online,101,Canceled
INN00467,2,0,1,3,Meal Plan 2,Room_Type 1,54,04-07-2018,Online,161.1,Not_Canceled
INN00468,2,0,1,3,Not Selected,Room_Type 1,49,08-12-2018,Online,83.8,Not_Canceled
INN00469,2,1,0,1,Meal Plan 1,Room_Type 1,1,18-06-2018,Online,168,Not_Canceled
INN00470,2,0,2,1,Meal Plan 1,Room_Type 1,0,27-12-2017,Offline,58,Not_Canceled
INN00471,2,0,2,1,Meal Plan 2,Room_Type 1,4,08-08-2017,Offline,94.5,Not_Canceled
INN00472,2,0,0,4,Meal Plan 1,Room_Type 1,60,09-12-2017,Online,96.3,Not_Canceled
INN00473,2,0,0,1,Meal Plan 1,Room_Type 1,157,14-08-2017,Online,76.5,Not_Canceled
INN00474,2,0,2,3,Meal Plan 1,Room_Type 1,268,08-04-2018,Offline,78,Not_Canceled
INN00475,2,0,1,1,Not Selected,Room_Type 1,38,26-09-2018,Online,112.59,Canceled
INN00476,2,2,2,1,Meal Plan 1,Room_Type 7,30,12-06-2018,Online,187.04,Canceled
INN00477,2,0,0,1,Meal Plan 1,Room_Type 1,2,11-10-2018,Online,169,Not_Canceled
INN00478,2,0,3,7,Not Selected,Room_Type 1,217,05-12-2018,Online,46.63,Not_Canceled
INN00479,2,0,0,3,Meal Plan 1,Room_Type 1,143,25-08-2018,Offline,100,Not_Canceled
INN00480,2,0,0,3,Not Selected,Room_Type 1,179,19-10-2018,Online,85.5,Not_Canceled
INN00481,1,0,0,2,Meal Plan 1,Room_Type 1,188,15-06-2018,Online,130,Canceled
INN00482,3,0,2,2,Meal Plan 1,Room_Type 4,94,08-07-2018,Online,146.7,Not_Canceled
INN00483,1,0,0,2,Meal Plan 1,Room_Type 1,32,20-11-2017,Offline,73,Not_Canceled
INN00484,3,0,2,2,Meal Plan 1,Room_Type 6,2,01-04-2018,Online,143.22,Not_Canceled
INN00485,2,0,0,3,Meal Plan 1,Room_Type 1,70,22-10-2017,Online,89.25,Not_Canceled
INN00486,2,0,1,0,Not Selected,Room_Type 1,4,19-09-2018,Offline,85,Not_Canceled
INN00487,2,0,2,0,Meal Plan 1,Room_Type 1,34,28-02-2018,Complementary,6.5,Not_Canceled
INN00488,2,2,0,1,Meal Plan 1,Room_Type 2,16,08-03-2018,Online,83.03,Canceled
INN00489,2,0,1,3,Meal Plan 1,Room_Type 1,24,11-02-2018,Online,91,Canceled
INN00490,2,0,2,2,Not Selected,Room_Type 1,78,10-04-2018,Online,80.75,Not_Canceled
INN00491,2,0,1,2,Meal Plan 1,Room_Type 1,305,04-11-2018,Online,89,Canceled
INN00492,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,Offline,105,Not_Canceled
INN00493,2,0,2,5,Meal Plan 1,Room_Type 1,98,30-04-2018,Online,109.81,Not_Canceled
INN00494,2,0,1,3,Meal Plan 1,Room_Type 4,14,05-12-2018,Online,70.88,Not_Canceled
INN00495,1,0,0,2,Not Selected,Room_Type 1,44,23-11-2018,Online,83.6,Not_Canceled
INN00496,1,0,2,1,Meal Plan 1,Room_Type 1,1,28-02-2018,Online,60,Canceled
INN00497,2,0,0,3,Meal Plan 1,Room_Type 1,213,07-06-2018,Online,130,Canceled
INN00498,1,0,1,1,Meal Plan 1,Room_Type 1,5,04-04-2018,Online,95,Not_Canceled
INN00499,2,0,0,1,Meal Plan 2,Room_Type 1,55,06-04-2018,Offline,104,Not_Canceled
INN00500,2,0,0,3,Meal Plan 1,Room_Type 4,139,11-02-2018,Offline,62,Not_Canceled
INN00501,2,0,2,1,Meal Plan 1,Room_Type 2,44,23-04-2018,Offline,95,Not_Canceled
INN00502,1,0,2,1,Meal Plan 2,Room_Type 4,18,28-02-2018,Online,145,Not_Canceled
INN00503,1,0,1,0,Meal Plan 1,Room_Type 1,0,17-10-2018,Corporate,95,Not_Canceled
INN00504,1,0,0,2,Meal Plan 1,Room_Type 1,192,24-06-2018,Offline,95,Not_Canceled
INN00505,2,0,2,4,Meal Plan 1,Room_Type 1,152,18-06-2018,Offline,80.75,Not_Canceled
INN00506,3,0,0,4,Meal Plan 1,Room_Type 4,42,30-08-2018,Online,142.2,Not_Canceled
INN00507,3,0,2,3,Meal Plan 1,Room_Type 4,209,21-10-2018,Online,128.7,Canceled
INN00508,2,0,2,3,Meal Plan 1,Room_Type 1,69,20-03-2018,Online,90.95,Not_Canceled
INN00509,2,0,1,2,Meal Plan 1,Room_Type 1,80,18-11-2018,Online,93.6,Not_Canceled
INN00510,2,0,1,2,Meal Plan 1,Room_Type 4,49,09-11-2017,Offline,60,Not_Canceled
INN00511,1,0,0,3,Meal Plan 1,Room_Type 1,143,25-08-2018,Offline,90,Not_Canceled
INN00512,2,0,2,1,Not Selected,Room_Type 1,67,05-12-2017,Online,95.4,Not_Canceled
INN00513,2,0,0,2,Meal Plan 1,Room_Type 1,41,21-10-2018,Online,160,Canceled
INN00514,2,0,2,1,Meal Plan 1,Room_Type 4,154,30-10-2018,Online,104.1,Canceled
INN00515,2,0,0,1,Meal Plan 2,Room_Type 1,55,06-04-2018,Offline,104,Not_Canceled
INN00516,2,0,0,4,Meal Plan 1,Room_Type 1,2,03-08-2018,Offline,109,Not_Canceled
INN00517,2,0,2,4,Meal Plan 1,Room_Type 4,99,10-04-2018,Online,93.78,Canceled
INN00518,1,0,0,2,Meal Plan 1,Room_Type 1,14,14-10-2017,Corporate,95,Not_Canceled
INN00519,1,0,0,1,Not Selected,Room_Type 1,0,15-10-2018,Online,140,Not_Canceled
INN00520,2,0,1,3,Meal Plan 1,Room_Type 1,22,24-12-2017,Online,87,Not_Canceled
INN00521,1,0,2,1,Meal Plan 1,Room_Type 4,7,05-03-2018,Online,85.85,Not_Canceled
INN00522,2,0,1,3,Meal Plan 1,Room_Type 4,84,24-03-2018,Online,99.45,Not_Canceled
INN00523,2,0,0,4,Meal Plan 1,Room_Type 4,109,04-05-2018,Online,120.28,Not_Canceled
INN00524,1,0,0,3,Meal Plan 1,Room_Type 1,71,14-06-2018,Offline,120,Not_Canceled
INN00525,2,0,2,0,Meal Plan 1,Room_Type 1,4,03-04-2018,Online,77.77,Not_Canceled
INN00526,1,0,0,3,Meal Plan 1,Room_Type 1,71,14-06-2018,Offline,120,Not_Canceled
INN00527,2,0,0,1,Not Selected,Room_Type 1,58,10-06-2018,Online,116.1,Not_Canceled
INN00528,3,0,0,1,Meal Plan 2,Room_Type 4,133,23-07-2018,Online,189,Canceled
INN00529,2,0,2,1,Meal Plan 1,Room_Type 4,27,26-06-2018,Online,152.67,Canceled
INN00530,2,0,2,3,Meal Plan 1,Room_Type 1,27,04-02-2018,Online,66.31,Not_Canceled
INN00531,1,0,0,1,Meal Plan 1,Room_Type 1,9,10-09-2017,Online,95,Not_Canceled
INN00532,2,1,0,3,Meal Plan 1,Room_Type 1,86,08-12-2018,Online,122,Canceled
INN00533,2,0,0,3,Meal Plan 1,Room_Type 1,13,17-12-2017,Offline,58,Not_Canceled
INN00534,2,0,1,3,Meal Plan 1,Room_Type 1,0,05-12-2018,Online,89.89,Not_Canceled
INN00535,2,0,0,2,Meal Plan 1,Room_Type 4,5,21-06-2018,Online,156,Not_Canceled
INN00536,2,0,1,3,Meal Plan 1,Room_Type 4,82,24-03-2018,Online,99.45,Not_Canceled
INN00537,2,1,0,2,Meal Plan 1,Room_Type 6,330,31-08-2018,Online,172.8,Canceled
INN00538,2,0,1,3,Not Selected,Room_Type 1,3,22-08-2018,Online,98.56,Not_Canceled
INN00539,1,0,0,1,Meal Plan 1,Room_Type 1,35,10-03-2018,Online,71.1,Canceled
INN00540,1,0,6,15,Meal Plan 1,Room_Type 4,12,30-03-2018,Online,128.06,Canceled
INN00541,1,0,0,1,Meal Plan 1,Room_Type 1,0,19-11-2018,Complementary,0,Not_Canceled
INN00542,2,1,0,1,Meal Plan 1,Room_Type 1,7,07-04-2018,Online,106,Not_Canceled
INN00543,2,0,0,4,Meal Plan 1,Room_Type 4,47,27-09-2018,Online,130.61,Canceled
INN00544,2,0,2,3,Not Selected,Room_Type 1,117,17-06-2018,Online,105.74,Not_Canceled
INN00545,2,0,0,2,Meal Plan 1,Room_Type 4,2,10-06-2018,Online,136,Not_Canceled
INN00546,2,0,0,1,Meal Plan 1,Room_Type 1,26,08-06-2018,Offline,120,Not_Canceled
INN00547,2,0,2,2,Not Selected,Room_Type 1,75,02-12-2018,Online,74.8,Not_Canceled
INN00548,2,0,0,2,Meal Plan 2,Room_Type 1,256,15-06-2018,Online,112,Canceled
INN00549,2,1,1,0,Meal Plan 1,Room_Type 1,137,21-08-2018,Online,121.5,Not_Canceled
INN00550,2,0,0,4,Meal Plan 1,Room_Type 1,92,07-10-2017,Offline,70,Not_Canceled
INN00551,1,0,0,1,Meal Plan 1,Room_Type 1,1,29-11-2018,Offline,75,Not_Canceled
INN00552,2,0,0,1,Meal Plan 1,Room_Type 1,18,02-01-2018,Offline,54,Not_Canceled
INN00553,2,0,1,2,Meal Plan 1,Room_Type 1,78,25-03-2018,Online,100,Canceled
INN00554,1,0,0,1,Meal Plan 1,Room_Type 4,8,23-04-2018,Complementary,0,Not_Canceled
INN00555,1,2,4,9,Meal Plan 1,Room_Type 6,30,02-11-2018,Online,186.22,Canceled
INN00556,2,0,2,0,Not Selected,Room_Type 1,117,13-11-2018,Online,79.2,Not_Canceled
INN00557,2,0,1,1,Meal Plan 1,Room_Type 1,10,19-03-2018,Online,103,Not_Canceled
INN00558,2,0,2,2,Meal Plan 1,Room_Type 1,56,25-09-2017,Offline,185,Not_Canceled
INN00559,2,0,0,2,Meal Plan 1,Room_Type 1,8,20-10-2017,Online,135,Not_Canceled
INN00560,2,0,2,0,Meal Plan 2,Room_Type 1,386,23-10-2018,Online,115,Canceled
INN00561,2,0,0,2,Meal Plan 2,Room_Type 1,273,17-07-2017,Online,109,Canceled
INN00562,2,0,0,1,Meal Plan 1,Room_Type 1,33,26-11-2018,Online,104,Canceled
INN00563,3,0,2,5,Meal Plan 1,Room_Type 4,184,03-08-2018,Online,130.05,Not_Canceled
INN00564,2,0,1,3,Meal Plan 1,Room_Type 1,232,05-09-2018,Online,100.3,Canceled
INN00565,1,0,0,2,Meal Plan 1,Room_Type 1,188,15-06-2018,Online,130,Canceled
INN00566,2,0,0,2,Meal Plan 2,Room_Type 1,102,16-10-2017,Offline,109,Not_Canceled
INN00567,2,0,2,2,Meal Plan 1,Room_Type 4,45,07-10-2018,Online,139.5,Canceled
INN00568,1,0,0,1,Meal Plan 1,Room_Type 1,1,03-02-2018,Corporate,66,Not_Canceled
INN00569,2,0,2,2,Meal Plan 1,Room_Type 1,63,03-09-2018,Online,106.88,Not_Canceled
INN00570,2,0,2,2,Meal Plan 1,Room_Type 4,89,16-09-2018,Online,149.4,Not_Canceled
INN00571,1,0,0,2,Meal Plan 1,Room_Type 1,63,26-04-2018,Online,109.35,Not_Canceled
INN00572,2,0,0,3,Meal Plan 1,Room_Type 1,304,03-11-2018,Online,89,Canceled
INN00573,1,0,2,1,Meal Plan 1,Room_Type 1,1,09-04-2018,Online,115,Not_Canceled
INN00574,1,0,0,1,Meal Plan 1,Room_Type 1,51,16-03-2018,Corporate,85.5,Not_Canceled
INN00575,2,0,0,2,Meal Plan 1,Room_Type 4,110,20-04-2018,Online,90.95,Not_Canceled
INN00576,2,0,2,1,Meal Plan 1,Room_Type 4,20,30-07-2018,Online,117.55,Not_Canceled
INN00577,2,0,0,1,Not Selected,Room_Type 1,50,19-10-2018,Online,108,Canceled
INN00578,2,0,0,3,Meal Plan 1,Room_Type 4,48,11-10-2018,Online,139.5,Not_Canceled
INN00579,2,0,0,3,Meal Plan 1,Room_Type 5,96,13-09-2018,Online,129.88,Canceled
INN00580,2,0,1,4,Meal Plan 1,Room_Type 1,148,30-12-2017,Offline,67,Not_Canceled
INN00581,2,0,1,1,Not Selected,Room_Type 1,25,03-10-2018,Online,129,Canceled
INN00582,2,0,2,5,Meal Plan 1,Room_Type 1,148,25-06-2018,Online,79.53,Canceled
INN00583,2,0,1,3,Meal Plan 1,Room_Type 1,114,22-08-2018,Offline,72.25,Not_Canceled
INN00584,1,0,0,2,Meal Plan 2,Room_Type 1,257,01-07-2017,Offline,80,Not_Canceled
INN00585,2,0,2,5,Meal Plan 1,Room_Type 1,105,11-06-2018,Online,119.85,Not_Canceled
INN00586,1,0,1,2,Meal Plan 1,Room_Type 1,4,02-11-2017,Online,117,Not_Canceled
INN00587,2,0,2,2,Meal Plan 2,Room_Type 4,67,06-09-2017,Complementary,29,Not_Canceled
INN00588,2,0,2,2,Meal Plan 1,Room_Type 1,61,02-09-2018,Online,118.8,Not_Canceled
INN00589,2,0,0,2,Meal Plan 1,Room_Type 1,79,30-12-2018,Offline,192.03,Not_Canceled
INN00590,3,0,0,1,Meal Plan 1,Room_Type 1,74,21-05-2018,Online,168.3,Not_Canceled
INN00591,2,0,0,1,Not Selected,Room_Type 1,120,12-05-2018,Online,72.76,Not_Canceled
INN00592,2,0,0,3,Meal Plan 1,Room_Type 1,157,08-12-2018,Offline,68,Not_Canceled
INN00593,2,0,0,4,Meal Plan 1,Room_Type 1,4,06-01-2018,Online,89,Not_Canceled
INN00594,2,0,2,5,Meal Plan 1,Room_Type 4,46,28-08-2018,Online,124.46,Not_Canceled
INN00595,1,0,2,1,Meal Plan 1,Room_Type 1,41,13-03-2018,Corporate,70.33,Not_Canceled
INN00596,3,0,1,4,Meal Plan 1,Room_Type 4,84,15-06-2018,Online,170.1,Not_Canceled
INN00597,2,0,0,2,Meal Plan 1,Room_Type 1,245,17-06-2018,Online,75,Canceled
INN00598,2,0,0,3,Meal Plan 1,Room_Type 4,27,29-06-2018,Online,125.25,Not_Canceled
INN00599,2,0,3,7,Meal Plan 1,Room_Type 1,74,27-07-2017,Online,55.9,Not_Canceled
INN00600,2,0,1,2,Meal Plan 1,Room_Type 1,85,20-06-2018,Online,126.9,Canceled
INN00601,2,0,0,2,Not Selected,Room_Type 1,6,26-02-2018,Online,79,Canceled
INN00602,2,0,2,3,Meal Plan 1,Room_Type 1,256,23-10-2018,Online,94.35,Canceled
INN00603,2,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,Online,109,Canceled
INN00604,2,0,2,3,Meal Plan 1,Room_Type 4,64,15-04-2018,Online,112.2,Not_Canceled
INN00605,1,0,0,1,Meal Plan 1,Room_Type 1,0,01-10-2017,Corporate,109,Not_Canceled
INN00606,1,0,0,2,Meal Plan 1,Room_Type 1,91,14-09-2018,Corporate,65,Not_Canceled
INN00607,2,0,1,3,Meal Plan 1,Room_Type 1,127,28-04-2018,Offline,90,Not_Canceled
INN00608,2,0,0,3,Meal Plan 1,Room_Type 1,73,14-07-2018,Offline,85,Not_Canceled
INN00609,2,0,0,4,Meal Plan 1,Room_Type 1,36,28-12-2018,Online,168.73,Not_Canceled
INN00610,2,0,1,3,Meal Plan 1,Room_Type 1,17,08-12-2018,Online,100.38,Not_Canceled
INN00611,2,0,2,5,Meal Plan 1,Room_Type 1,164,27-07-2018,Online,99.45,Canceled
INN00612,2,0,0,1,Meal Plan 1,Room_Type 1,0,27-09-2018,Corporate,160,Not_Canceled
INN00613,2,0,2,1,Meal Plan 1,Room_Type 1,37,02-10-2018,Online,126,Not_Canceled
INN00614,3,0,1,2,Meal Plan 1,Room_Type 1,191,01-08-2018,Offline,96.9,Not_Canceled
INN00615,2,2,2,4,Meal Plan 1,Room_Type 2,33,17-10-2017,Online,95,Not_Canceled
INN00616,2,0,2,1,Meal Plan 1,Room_Type 1,32,05-09-2017,Online,94.5,Not_Canceled
INN00617,1,0,1,1,Meal Plan 1,Room_Type 1,3,07-09-2017,Offline,98.8,Not_Canceled
INN00618,2,0,2,1,Not Selected,Room_Type 1,53,10-07-2018,Online,100.5,Not_Canceled
INN00619,2,0,1,0,Meal Plan 2,Room_Type 7,8,19-06-2018,Complementary,0,Not_Canceled
INN00620,2,0,2,1,Meal Plan 1,Room_Type 1,107,29-05-2018,Online,80.75,Canceled
INN00621,2,0,0,1,Meal Plan 2,Room_Type 1,55,06-04-2018,Offline,104,Not_Canceled
INN00622,2,0,1,2,Meal Plan 1,Room_Type 1,84,29-04-2018,Offline,89.75,Not_Canceled
INN00623,2,2,0,2,Meal Plan 1,Room_Type 6,0,25-08-2017,Online,156,Not_Canceled
INN00624,2,0,1,1,Meal Plan 1,Room_Type 4,1,11-06-2018,Online,136,Not_Canceled
INN00625,2,0,0,2,Meal Plan 1,Room_Type 1,29,02-12-2018,Corporate,85,Not_Canceled
INN00626,2,0,0,4,Meal Plan 1,Room_Type 4,41,14-10-2017,Online,87.54,Not_Canceled
INN00627,2,0,0,2,Meal Plan 1,Room_Type 1,86,09-09-2017,Corporate,100,Not_Canceled
INN00628,2,0,2,2,Meal Plan 1,Room_Type 1,167,01-10-2018,Online,108.9,Canceled
INN00629,2,0,0,3,Not Selected,Room_Type 1,34,14-06-2018,Online,107.1,Not_Canceled
INN00630,2,0,1,2,Meal Plan 1,Room_Type 1,101,04-04-2018,Online,80,Canceled
INN00631,2,0,0,3,Meal Plan 1,Room_Type 1,259,05-05-2018,Online,90,Canceled
INN00632,2,0,0,2,Meal Plan 1,Room_Type 1,122,12-05-2018,Online,105.3,Not_Canceled
INN00633,2,0,0,1,Not Selected,Room_Type 1,1,11-02-2018,Online,80,Not_Canceled
INN00634,2,0,0,2,Meal Plan 1,Room_Type 4,107,25-08-2018,Online,142.2,Not_Canceled
INN00635,2,0,0,3,Meal Plan 1,Room_Type 4,35,05-04-2018,Online,131.4,Not_Canceled
INN00636,1,0,0,2,Meal Plan 1,Room_Type 1,192,24-06-2018,Offline,95,Not_Canceled
INN00637,2,0,0,2,Meal Plan 1,Room_Type 1,4,01-04-2018,Online,111,Canceled
INN00638,2,0,1,3,Meal Plan 1,Room_Type 1,85,06-10-2018,Offline,85,Not_Canceled
INN00639,3,0,0,4,Meal Plan 1,Room_Type 4,137,24-08-2018,Online,130.95,Canceled
INN00640,2,0,0,2,Meal Plan 2,Room_Type 1,74,18-09-2017,Offline,101.5,Not_Canceled
INN00641,1,0,2,1,Meal Plan 1,Room_Type 1,116,28-02-2018,Offline,82,Not_Canceled
INN00642,2,0,2,2,Meal Plan 1,Room_Type 1,34,13-09-2017,Online,94.5,Not_Canceled
INN00643,2,0,2,1,Meal Plan 1,Room_Type 1,56,28-08-2018,Online,109.8,Canceled
INN00644,2,0,2,4,Meal Plan 1,Room_Type 1,149,10-07-2018,Online,72.25,Canceled
INN00645,2,0,2,2,Not Selected,Room_Type 1,12,06-02-2018,Online,55.72,Not_Canceled
INN00646,3,0,1,1,Meal Plan 1,Room_Type 4,52,17-10-2018,Online,158.4,Canceled
INN00647,2,0,1,4,Meal Plan 1,Room_Type 4,191,30-03-2018,Offline,69,Not_Canceled
INN00648,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,Offline,105,Not_Canceled
INN00649,2,0,0,3,Meal Plan 1,Room_Type 4,57,29-12-2018,Online,219.6,Canceled
INN00650,1,0,2,3,Meal Plan 1,Room_Type 1,9,08-01-2018,Offline,44.8,Not_Canceled
INN00651,2,0,0,1,Not Selected,Room_Type 1,7,26-10-2018,Online,120,Not_Canceled
INN00652,2,0,1,2,Meal Plan 1,Room_Type 1,78,25-03-2018,Online,100,Canceled
INN00653,2,0,0,1,Not Selected,Room_Type 1,0,07-06-2018,Online,109,Not_Canceled
INN00654,0,2,1,2,Meal Plan 1,Room_Type 2,78,19-08-2018,Online,115.68,Not_Canceled
INN00655,2,0,1,2,Meal Plan 1,Room_Type 1,31,16-09-2018,Offline,75,Not_Canceled
INN00656,2,0,0,2,Meal Plan 2,Room_Type 5,37,17-06-2018,Offline,134.1,Not_Canceled
INN00657,2,0,2,1,Meal Plan 1,Room_Type 4,8,29-05-2018,Online,124.1,Not_Canceled
INN00658,4,0,0,2,Meal Plan 1,Room_Type 7,32,17-08-2018,Online,214.75,Not_Canceled
INN00659,2,0,1,2,Meal Plan 1,Room_Type 1,48,31-10-2018,Offline,75,Not_Canceled
INN00660,2,0,1,2,Meal Plan 1,Room_Type 1,89,23-11-2017,Online,72.25,Not_Canceled
INN00661,1,0,1,0,Meal Plan 1,Room_Type 1,0,07-03-2018,Corporate,80,Not_Canceled
INN00662,2,0,0,1,Meal Plan 1,Room_Type 1,15,20-09-2018,Online,139,Not_Canceled
INN00663,1,0,0,1,Meal Plan 1,Room_Type 1,10,28-01-2018,Corporate,66,Not_Canceled
INN00664,1,0,0,3,Meal Plan 1,Room_Type 1,43,31-05-2018,Online,115.5,Not_Canceled
INN00665,2,1,1,1,Meal Plan 1,Room_Type 1,27,08-08-2018,Online,195.5,Not_Canceled
INN00666,2,0,2,0,Meal Plan 2,Room_Type 1,386,23-10-2018,Online,115,Canceled
INN00667,1,0,0,1,Meal Plan 2,Room_Type 1,72,18-09-2017,Offline,84,Not_Canceled
INN00668,2,0,2,1,Not Selected,Room_Type 1,10,16-10-2018,Online,107.8,Not_Canceled
INN00669,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,Offline,105,Not_Canceled
INN00670,2,0,2,3,Meal Plan 1,Room_Type 1,170,08-04-2018,Offline,78,Not_Canceled
INN00671,1,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,Offline,90,Not_Canceled
INN00672,2,0,1,1,Not Selected,Room_Type 1,49,09-07-2018,Online,105.3,Canceled
INN00673,2,0,0,3,Meal Plan 1,Room_Type 1,51,25-02-2018,Online,80.3,Not_Canceled
INN00674,1,0,1,0,Meal Plan 2,Room_Type 1,3,08-02-2018,Online,129,Not_Canceled
INN00675,2,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,Online,115,Canceled
INN00676,2,0,2,0,Not Selected,Room_Type 1,34,11-09-2018,Online,125.1,Not_Canceled
INN00677,2,0,0,1,Meal Plan 1,Room_Type 1,1,27-02-2018,Online,103,Not_Canceled
INN00678,2,0,2,0,Not Selected,Room_Type 1,77,01-05-2018,Online,125.1,Not_Canceled
INN00679,1,0,2,5,Not Selected,Room_Type 1,60,17-06-2018,Online,96.17,Canceled
INN00680,2,0,2,2,Meal Plan 1,Room_Type 1,56,25-09-2017,Offline,185,Not_Canceled
INN00681,2,0,2,0,Not Selected,Room_Type 1,0,12-06-2018,Online,69.74,Not_Canceled
INN00682,2,2,2,3,Meal Plan 1,Room_Type 6,136,09-07-2018,Online,172.55,Canceled
INN00683,1,0,0,3,Meal Plan 1,Room_Type 1,4,28-01-2018,Online,95,Not_Canceled
INN00684,2,1,1,2,Meal Plan 2,Room_Type 1,68,09-09-2018,Online,166.35,Not_Canceled
INN00685,2,0,0,1,Not Selected,Room_Type 1,1,18-11-2018,Online,108,Not_Canceled
INN00686,2,0,1,3,Meal Plan 1,Room_Type 4,61,21-03-2018,Online,102,Not_Canceled
INN00687,2,0,1,2,Meal Plan 1,Room_Type 7,40,13-05-2018,Online,203.73,Not_Canceled
INN00688,2,0,2,5,Not Selected,Room_Type 1,6,17-11-2018,Online,78.69,Canceled
INN00689,2,0,0,3,Not Selected,Room_Type 1,58,03-11-2018,Online,79.2,Canceled
INN00690,1,0,0,2,Meal Plan 1,Room_Type 1,35,16-03-2018,Online,76.5,Not_Canceled
INN00691,2,0,0,2,Meal Plan 1,Room_Type 1,177,03-06-2018,Online,100,Canceled
INN00692,2,0,0,4,Meal Plan 1,Room_Type 1,13,14-12-2018,Online,88.4,Not_Canceled
INN00693,1,0,2,4,Meal Plan 1,Room_Type 1,245,06-07-2018,Online,110,Canceled
INN00694,2,0,1,2,Meal Plan 1,Room_Type 4,189,28-10-2018,Online,109.8,Canceled
INN00695,2,0,2,1,Meal Plan 1,Room_Type 1,271,03-12-2018,Offline,78.3,Not_Canceled
INN00696,2,0,0,2,Meal Plan 2,Room_Type 1,257,01-07-2017,Online,101.5,Canceled
INN00697,2,0,2,4,Not Selected,Room_Type 1,207,28-07-2018,Online,80.75,Not_Canceled
INN00698,2,0,2,2,Meal Plan 1,Room_Type 1,108,25-12-2018,Online,104,Not_Canceled
INN00699,2,0,0,3,Not Selected,Room_Type 1,39,15-03-2018,Online,51.19,Not_Canceled
INN00700,2,1,0,1,Meal Plan 1,Room_Type 1,11,05-11-2018,Online,150,Canceled
